loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,applicant_age
7539,0,Graduate,Yes,24000000.0,124250000.0,20,709,23700000,16000000,30000000,9100000,Approved,67
7540,1,Graduate,No,6000000.0,21700000.0,20,300,12000000,5000000,8600000,1600000,Rejected,51
7541,4,Not Graduate,Yes,19750000.0,76650000.0,20,411,7900000,12500000,19900000,7500000,Approved,56
7542,3,Not Graduate,Yes,11250000.0,73500000.0,20,715,12100000,11700000,15200000,2800000,Approved,43
7543,5,Graduate,No,11750000.0,29400000.0,20,525,6000000,6400000,10500000,4400000,Approved,49
7544,2,Not Graduate,Yes,15750000.0,61250000.0,20,522,4600000,2400000,24700000,5500000,Approved,43
7545,4,Not Graduate,Yes,6750000.0,47950000.0,20,468,3300000,3200000,10200000,2100000,Approved,65
7546,1,Not Graduate,Yes,18250000.0,76300000.0,20,634,9700000,7300000,20800000,7500000,Approved,66
7547,1,Not Graduate,No,13250000.0,61950000.0,20,300,12900000,9300000,20000000,3700000,Rejected,50
7548,2,Graduate,Yes,5750000.0,11200000.0,20,574,6000000,0,6900000,3100000,Approved,54
7549,0,Graduate,No,22500000.0,101150000.0,20,388,20000000,5900000,22200000,6400000,Rejected,58
7550,1,Graduate,Yes,24000000.0,91700000.0,20,469,10200000,14600000,29100000,12300000,Approved,63
7551,1,Graduate,Yes,4500000.0,27300000.0,20,300,1000000,2400000,4700000,2600000,Rejected,43
7552,0,Not Graduate,No,8750000.0,40250000.0,20,431,3700000,5400000,4300000,2500000,Approved,49
7553,4,Graduate,Yes,19500000.0,89600000.0,20,300,17100000,6900000,23300000,7500000,Rejected,59
7554,2,Graduate,No,18250000.0,94500000.0,20,557,19600000,3500000,21800000,7400000,Approved,52
7555,3,Graduate,No,19250000.0,81550000.0,20,437,19300000,6300000,20000000,6400000,Approved,52
7556,0,Not Graduate,Yes,7250000.0,20650000.0,20,595,4900000,200000,9100000,3500000,Approved,58
7557,5,Graduate,No,12750000.0,29750000.0,20,465,12600000,1800000,12100000,3800000,Approved,51
7558,2,Not Graduate,No,14250000.0,39200000.0,20,467,700000,12100000,21600000,6700000,Approved,67
7559,3,Not Graduate,Yes,500000.0,1750000.0,20,638,0,0,500000,0,Approved,65
7560,1,Not Graduate,No,1500000.0,5250000.0,20,495,1900000,2100000,1400000,2100000,Approved,45
7561,1,Not Graduate,No,14750000.0,45850000.0,20,395,4300000,700000,14800000,4000000,Rejected,46
7562,3,Not Graduate,Yes,1250000.0,7700000.0,20,455,800000,0,1000000,200000,Approved,62
7563,4,Graduate,No,13250000.0,40600000.0,20,477,500000,5800000,15600000,6000000,Approved,52
7564,4,Graduate,Yes,1500000.0,9450000.0,20,300,1500000,3900000,2800000,600000,Rejected,68
7565,1,Graduate,Yes,22000000.0,82600000.0,20,537,11500000,6400000,23600000,10800000,Approved,55
7566,1,Graduate,No,5000000.0,33250000.0,20,565,600000,8900000,1600000,5500000,Approved,69
7567,4,Not Graduate,Yes,1000000.0,12600000.0,20,425,4300000,600000,2400000,200000,Approved,40
7568,2,Not Graduate,Yes,14250000.0,62650000.0,20,613,11400000,16200000,16000000,5800000,Approved,46
7569,0,Graduate,No,20000000.0,90650000.0,20,724,10100000,13400000,16100000,8000000,Approved,61
7570,1,Graduate,Yes,1000000.0,15400000.0,20,446,800000,600000,1100000,1400000,Approved,58
7571,2,Graduate,Yes,23250000.0,102550000.0,20,418,3300000,9500000,29200000,12100000,Approved,47
7572,2,Graduate,No,750000.0,2450000.0,20,506,3000000,200000,700000,500000,Approved,64
7573,3,Graduate,Yes,20750000.0,50400000.0,20,300,5300000,4300000,24700000,8400000,Rejected,53
7574,1,Graduate,Yes,4250000.0,39550000.0,20,351,100000,6700000,2900000,800000,Rejected,67
7575,5,Graduate,No,2500000.0,10850000.0,20,300,800000,2400000,3000000,700000,Rejected,45
7576,0,Not Graduate,No,12500000.0,31150000.0,20,468,12100000,3000000,11700000,2500000,Approved,49
7577,5,Not Graduate,Yes,23500000.0,119350000.0,20,300,18700000,9500000,29100000,11900000,Rejected,47
7578,4,Not Graduate,No,2250000.0,10850000.0,20,372,1500000,4000000,600000,500000,Rejected,46
7579,3,Graduate,No,22000000.0,89950000.0,20,666,19400000,1600000,23900000,11900000,Approved,42
7580,1,Not Graduate,Yes,5250000.0,14700000.0,20,460,2400000,200000,4800000,2300000,Approved,59
7581,0,Not Graduate,No,14750000.0,55300000.0,20,300,9500000,6300000,20000000,7700000,Rejected,65
7582,0,Graduate,No,24750000.0,129150000.0,20,300,11800000,14100000,37200000,13900000,Rejected,69
7583,0,Not Graduate,Yes,22750000.0,80150000.0,20,300,21200000,1100000,27300000,8900000,Rejected,66
7584,0,Graduate,No,20750000.0,61250000.0,20,300,6000000,6300000,23300000,9600000,Rejected,51
7585,5,Graduate,Yes,3750000.0,14350000.0,20,442,500000,4500000,5200000,600000,Approved,49
7586,0,Not Graduate,No,24750000.0,133700000.0,20,440,10200000,13500000,37900000,12700000,Approved,68
7587,1,Not Graduate,Yes,12500000.0,24150000.0,20,677,2500000,9700000,17100000,7100000,Approved,40
7588,3,Graduate,Yes,5750000.0,25550000.0,20,476,2200000,2900000,6600000,400000,Approved,65
7589,3,Not Graduate,Yes,20000000.0,70000000.0,20,300,4500000,12300000,18900000,7800000,Rejected,58
7590,4,Graduate,Yes,2500000.0,43750000.0,20,389,5500000,700000,3200000,4500000,Rejected,42
7591,1,Graduate,No,10250000.0,47600000.0,20,505,17400000,8800000,13200000,4100000,Approved,42
7592,0,Graduate,No,20000000.0,74200000.0,20,460,17200000,12700000,25400000,5400000,Approved,66
7593,5,Not Graduate,No,21000000.0,86100000.0,20,603,8100000,10700000,33600000,6600000,Approved,61
7594,0,Not Graduate,No,16500000.0,64050000.0,20,326,9300000,11500000,20100000,3800000,Rejected,67
7595,2,Not Graduate,Yes,12250000.0,31500000.0,20,354,7700000,2100000,17000000,4500000,Rejected,65
7596,1,Graduate,No,16000000.0,68950000.0,20,328,9100000,900000,25300000,4900000,Rejected,49
7597,3,Graduate,Yes,19500000.0,89950000.0,20,300,14400000,4100000,23200000,10500000,Rejected,60
7598,0,Graduate,Yes,23250000.0,112000000.0,20,666,14100000,4600000,29600000,7800000,Approved,63
7599,2,Graduate,Yes,23000000.0,103600000.0,20,662,8600000,11800000,25000000,9100000,Approved,46
7600,4,Not Graduate,Yes,21500000.0,93100000.0,20,726,26900000,5400000,24500000,8200000,Approved,66
7601,3,Graduate,No,4250000.0,18900000.0,20,652,3500000,400000,6200000,900000,Approved,62
7602,0,Not Graduate,Yes,9750000.0,27300000.0,20,300,5600000,2500000,12600000,2400000,Rejected,52
7603,4,Graduate,No,17750000.0,70000000.0,20,300,7600000,2600000,20500000,7000000,Rejected,41
7604,4,Graduate,No,20750000.0,84000000.0,20,300,13400000,14300000,29500000,8800000,Rejected,43
7605,5,Graduate,No,3000000.0,13300000.0,20,459,500000,700000,1800000,1400000,Approved,44
7606,1,Graduate,No,4000000.0,6300000.0,20,300,1000000,4900000,2700000,1400000,Rejected,47
7607,3,Not Graduate,Yes,9500000.0,41300000.0,20,633,6600000,8400000,11300000,2500000,Approved,66
7608,5,Graduate,Yes,22500000.0,91350000.0,20,314,16000000,6300000,30900000,7400000,Rejected,47
7609,0,Not Graduate,No,12750000.0,40600000.0,20,352,7000000,4000000,10000000,5900000,Rejected,65
7610,0,Not Graduate,No,8250000.0,29750000.0,20,688,4600000,900000,7700000,1100000,Approved,46
7611,1,Not Graduate,Yes,3000000.0,29750000.0,20,513,400000,200000,5100000,900000,Approved,59
7612,1,Graduate,No,14000000.0,58450000.0,20,646,10700000,6400000,16800000,5500000,Approved,67
7613,0,Not Graduate,Yes,13250000.0,50050000.0,20,407,1500000,4500000,12700000,6500000,Approved,41
7614,4,Graduate,Yes,15250000.0,79800000.0,20,554,4800000,3700000,18300000,3000000,Approved,42
7615,0,Not Graduate,No,18000000.0,66850000.0,20,460,19600000,2000000,22600000,10000000,Approved,45
7616,4,Not Graduate,No,20750000.0,68250000.0,20,300,10000000,8300000,26000000,8300000,Rejected,48
7617,2,Not Graduate,Yes,1000000.0,3850000.0,20,685,100000,1000000,1300000,400000,Approved,49
7618,5,Not Graduate,Yes,8750000.0,34650000.0,20,300,5200000,600000,10400000,700000,Rejected,50
7619,3,Not Graduate,No,5000000.0,19600000.0,20,402,11500000,13200000,3100000,4400000,Approved,49
7620,5,Not Graduate,Yes,3750000.0,4900000.0,20,722,1700000,2400000,9600000,4200000,Approved,54
7621,4,Graduate,Yes,22250000.0,80150000.0,20,300,20500000,16100000,24300000,7000000,Rejected,49
7622,5,Graduate,No,18500000.0,45150000.0,20,636,22400000,4300000,25000000,5300000,Approved,69
7623,4,Graduate,Yes,20500000.0,72450000.0,20,300,1800000,2200000,24300000,8000000,Rejected,48
7624,2,Graduate,No,14750000.0,62300000.0,20,347,7300000,6000000,17300000,2200000,Rejected,45
7625,5,Graduate,No,11750000.0,49700000.0,20,305,10100000,1200000,12600000,3600000,Rejected,50
7626,3,Graduate,Yes,20000000.0,93100000.0,20,635,4900000,10000000,26100000,10200000,Approved,66
7627,4,Not Graduate,No,19750000.0,44800000.0,20,300,8200000,700000,15100000,5300000,Rejected,67
7628,3,Not Graduate,No,6250000.0,34300000.0,20,310,2100000,300000,5800000,2300000,Rejected,41
7629,5,Graduate,Yes,11000000.0,39900000.0,20,735,6600000,3600000,14200000,3400000,Approved,67
7630,0,Not Graduate,No,18500000.0,79100000.0,20,447,18500000,1600000,21400000,6800000,Approved,62
7631,3,Not Graduate,Yes,4750000.0,17150000.0,20,714,8800000,700000,5300000,1400000,Approved,50
7632,5,Graduate,No,11000000.0,58800000.0,20,633,1000000,1500000,18500000,5800000,Approved,46
7633,0,Not Graduate,Yes,7500000.0,40600000.0,20,554,2200000,1800000,8100000,3000000,Approved,50
7634,0,Not Graduate,No,1750000.0,18200000.0,20,591,1600000,100000,1200000,400000,Approved,61
7635,5,Graduate,No,21750000.0,108850000.0,20,601,13600000,9900000,33500000,11300000,Approved,53
7636,3,Not Graduate,Yes,19750000.0,64750000.0,20,300,15200000,8200000,19600000,8500000,Rejected,45
7637,1,Not Graduate,Yes,4000000.0,12250000.0,20,551,500000,1900000,11600000,300000,Approved,66
7638,4,Graduate,Yes,23750000.0,109900000.0,20,518,25900000,8700000,30900000,9000000,Approved,57
7639,1,Graduate,Yes,5250000.0,22750000.0,20,424,3700000,10500000,7300000,5400000,Approved,60
7640,0,Not Graduate,No,3750000.0,9450000.0,20,404,6100000,1100000,4600000,2300000,Approved,48
7641,0,Graduate,Yes,21250000.0,62650000.0,20,300,14600000,13300000,23300000,7300000,Rejected,52
7642,4,Not Graduate,Yes,6250000.0,30100000.0,20,661,8200000,2300000,9900000,5400000,Approved,64
7643,3,Graduate,No,23750000.0,114100000.0,20,511,14400000,9100000,32100000,7200000,Approved,49
7644,4,Graduate,No,4250000.0,12600000.0,20,300,200000,2200000,3900000,1900000,Rejected,57
7645,1,Not Graduate,Yes,11750000.0,58100000.0,20,570,2400000,1700000,22000000,5900000,Approved,40
7646,4,Not Graduate,Yes,16500000.0,48650000.0,20,395,9300000,5100000,18100000,6100000,Rejected,65
7647,0,Not Graduate,No,11500000.0,38500000.0,20,365,2100000,2800000,8100000,4400000,Rejected,47
7648,1,Not Graduate,Yes,2250000.0,13650000.0,20,434,2500000,3500000,1200000,500000,Approved,54
7649,1,Not Graduate,Yes,8000000.0,73850000.0,20,454,7600000,2400000,10900000,2200000,Approved,47
7650,3,Not Graduate,No,6000000.0,28000000.0,20,341,3900000,500000,2300000,2300000,Rejected,54
7651,4,Not Graduate,No,8250000.0,30450000.0,20,699,18800000,200000,18000000,4400000,Approved,64
7652,5,Graduate,Yes,14000000.0,61250000.0,20,403,1900000,1400000,12200000,5200000,Approved,68
7653,4,Not Graduate,No,12750000.0,69650000.0,20,478,21800000,4200000,19200000,3900000,Approved,54
7654,3,Not Graduate,Yes,8250000.0,46900000.0,20,654,2400000,1200000,14700000,2900000,Approved,40
7655,1,Not Graduate,Yes,3500000.0,18900000.0,20,504,3700000,300000,5500000,1500000,Approved,69
7656,0,Not Graduate,No,3500000.0,44800000.0,20,300,18200000,3600000,3600000,1800000,Rejected,55
7657,5,Graduate,Yes,4500000.0,16800000.0,20,606,2900000,3400000,6700000,4200000,Approved,44
7658,5,Not Graduate,No,7250000.0,29750000.0,20,488,4700000,1300000,13900000,3500000,Approved,55
7659,5,Not Graduate,No,5000000.0,5250000.0,20,300,6300000,2500000,5400000,2600000,Rejected,50
7660,4,Graduate,Yes,8000000.0,35700000.0,20,567,2400000,9400000,2600000,4800000,Approved,48
7661,0,Graduate,No,16500000.0,44100000.0,20,524,9800000,2000000,13000000,4200000,Approved,54
7662,2,Not Graduate,No,12000000.0,42000000.0,20,395,13700000,5200000,17100000,5900000,Rejected,63
7663,5,Not Graduate,Yes,16500000.0,70350000.0,20,423,9500000,2700000,13500000,6300000,Approved,64
7664,4,Not Graduate,Yes,16750000.0,65100000.0,20,330,3400000,300000,14800000,4700000,Rejected,63
7665,5,Graduate,Yes,6250000.0,32900000.0,20,457,800000,4800000,11800000,5300000,Approved,49
7666,5,Not Graduate,Yes,6000000.0,20650000.0,20,434,7900000,300000,6200000,1600000,Approved,47
7667,1,Graduate,No,19500000.0,106750000.0,20,449,11800000,2200000,22400000,7100000,Approved,51
7668,5,Graduate,No,1500000.0,6300000.0,20,474,0,100000,2600000,1500000,Approved,53
7669,0,Graduate,Yes,11500000.0,42000000.0,20,333,8200000,5500000,17200000,5700000,Rejected,60
7670,1,Not Graduate,Yes,2000000.0,10150000.0,20,523,1500000,2400000,3500000,1300000,Approved,52
7671,0,Not Graduate,Yes,9500000.0,36050000.0,20,553,5500000,800000,17300000,2400000,Approved,44
7672,1,Not Graduate,No,9750000.0,41300000.0,20,539,400000,2000000,8400000,5800000,Approved,42
7673,5,Not Graduate,Yes,21750000.0,81900000.0,20,646,5400000,7000000,19300000,9200000,Approved,46
7674,5,Not Graduate,Yes,14250000.0,35350000.0,20,300,6400000,8800000,23100000,6600000,Rejected,42
7675,0,Not Graduate,Yes,20750000.0,62300000.0,20,300,6400000,2600000,21700000,9900000,Rejected,46
7676,4,Not Graduate,Yes,750000.0,4900000.0,20,415,0,1500000,1100000,100000,Approved,41
7677,5,Graduate,No,18250000.0,70000000.0,20,615,5900000,6600000,27300000,5000000,Approved,63
7678,0,Not Graduate,Yes,6750000.0,50400000.0,20,725,13700000,2600000,4900000,3800000,Approved,41
7679,0,Graduate,Yes,12500000.0,57400000.0,20,679,15800000,8500000,10900000,5000000,Approved,55
7680,2,Not Graduate,Yes,5250000.0,23450000.0,20,300,200000,1500000,12300000,3900000,Rejected,52
7681,4,Graduate,Yes,14000000.0,54250000.0,20,324,4000000,10000000,17900000,2800000,Rejected,51
7682,3,Not Graduate,Yes,12000000.0,67900000.0,20,591,11600000,400000,11300000,4300000,Approved,47
7683,5,Graduate,No,4250000.0,11900000.0,20,300,2500000,2700000,7300000,2200000,Rejected,58
7684,1,Not Graduate,Yes,13250000.0,45850000.0,20,356,5500000,2200000,14200000,4500000,Rejected,50
7685,5,Graduate,No,17500000.0,62300000.0,20,562,5500000,3500000,20500000,4400000,Approved,50
7686,4,Graduate,Yes,20500000.0,94500000.0,20,679,21800000,13700000,18600000,7200000,Approved,64
7687,2,Not Graduate,No,5250000.0,25550000.0,20,542,4900000,1700000,7600000,1200000,Approved,55
7688,1,Not Graduate,No,15500000.0,65800000.0,20,457,15600000,500000,16900000,4800000,Approved,44
7689,5,Not Graduate,No,2250000.0,6300000.0,20,628,400000,3700000,2900000,300000,Approved,49
7690,0,Graduate,Yes,9500000.0,46200000.0,20,622,10400000,600000,14500000,3800000,Approved,46
7691,3,Not Graduate,No,23750000.0,107450000.0,20,300,22800000,11800000,29300000,12000000,Rejected,52
7692,0,Graduate,No,8750000.0,32900000.0,20,670,700000,6000000,3800000,3200000,Approved,42
7693,4,Graduate,No,4500000.0,11900000.0,20,512,3900000,8400000,1900000,1000000,Approved,50
7694,0,Not Graduate,No,10000000.0,56700000.0,20,605,10200000,2700000,7100000,4100000,Approved,62
7695,5,Graduate,No,11000000.0,82950000.0,20,620,24300000,3500000,17800000,3700000,Approved,53
7696,1,Not Graduate,No,11000000.0,28350000.0,20,478,4300000,3200000,9900000,3000000,Approved,55
7697,3,Not Graduate,Yes,17500000.0,48650000.0,20,741,5200000,700000,21400000,7300000,Approved,61
7698,0,Graduate,No,750000.0,4200000.0,20,587,200000,300000,1200000,500000,Approved,48
7699,3,Not Graduate,Yes,11000000.0,45850000.0,20,550,15100000,2800000,10700000,3500000,Approved,54
7700,0,Not Graduate,Yes,11750000.0,49350000.0,20,300,5600000,5600000,7600000,3100000,Rejected,66
7701,0,Graduate,No,11500000.0,52150000.0,20,300,9600000,14300000,12200000,3400000,Rejected,52
7702,2,Graduate,No,23750000.0,117600000.0,20,491,9800000,15200000,32200000,12100000,Approved,47
7703,3,Graduate,No,11750000.0,50400000.0,20,593,4900000,8300000,20100000,7100000,Approved,60
7704,0,Not Graduate,Yes,17750000.0,61950000.0,20,380,11700000,2100000,20100000,5900000,Rejected,48
7705,1,Graduate,No,2250000.0,10850000.0,20,396,2400000,2600000,2000000,2200000,Rejected,59
7706,0,Not Graduate,Yes,18500000.0,94150000.0,20,300,4900000,6400000,19300000,6300000,Rejected,59
7707,0,Not Graduate,Yes,5500000.0,32200000.0,20,731,300000,300000,3000000,3700000,Approved,59
7708,0,Not Graduate,Yes,5000000.0,31150000.0,20,305,1000000,600000,3200000,2400000,Rejected,55
7709,4,Not Graduate,No,13000000.0,63700000.0,20,449,8000000,3800000,23300000,4700000,Approved,61
7710,0,Not Graduate,Yes,18250000.0,70700000.0,20,499,1900000,4000000,29600000,3400000,Approved,48
7711,1,Graduate,Yes,1500000.0,7700000.0,20,300,400000,800000,2000000,1000000,Rejected,59
7712,2,Not Graduate,Yes,7250000.0,51100000.0,20,454,6900000,2400000,7200000,1800000,Approved,60
7713,4,Graduate,Yes,1250000.0,2100000.0,20,300,100000,0,1000000,100000,Rejected,61
7714,2,Not Graduate,Yes,6750000.0,14000000.0,20,566,4700000,0,14700000,3600000,Approved,66
7715,2,Not Graduate,Yes,22250000.0,88200000.0,20,467,16600000,14900000,33500000,10600000,Approved,46
7716,5,Graduate,No,17500000.0,71050000.0,20,480,4600000,10000000,25200000,4000000,Approved,52
7717,2,Not Graduate,No,11250000.0,67550000.0,20,320,2600000,11000000,19100000,3400000,Rejected,59
7718,2,Not Graduate,Yes,4500000.0,33600000.0,20,300,3100000,2100000,5900000,1100000,Rejected,46
7719,1,Graduate,Yes,14500000.0,41300000.0,20,411,15700000,2500000,14700000,7900000,Approved,45
7720,5,Not Graduate,No,23750000.0,99050000.0,20,450,21500000,16900000,28600000,10500000,Approved,40
7721,4,Not Graduate,Yes,20250000.0,89950000.0,20,300,9200000,14600000,30400000,7900000,Rejected,51
7722,2,Graduate,No,17000000.0,64400000.0,20,438,5300000,7800000,18000000,4000000,Approved,69
7723,4,Not Graduate,Yes,3000000.0,5250000.0,20,300,11100000,1400000,3500000,900000,Rejected,43
7724,3,Graduate,No,23250000.0,104650000.0,20,300,10800000,4800000,33700000,9800000,Rejected,54
7725,0,Not Graduate,Yes,3500000.0,11900000.0,20,349,5500000,2600000,1800000,2200000,Rejected,44
7726,1,Graduate,No,20000000.0,74900000.0,20,421,13800000,10700000,24000000,4500000,Approved,60
7727,0,Not Graduate,Yes,16750000.0,68950000.0,20,623,9800000,5900000,20200000,10100000,Approved,66
7728,4,Graduate,Yes,2500000.0,15050000.0,20,390,500000,0,4700000,3400000,Rejected,51
7729,5,Not Graduate,No,500000.0,3500000.0,20,571,1100000,300000,800000,500000,Approved,55
7730,0,Not Graduate,Yes,13250000.0,53550000.0,20,504,5200000,1800000,17400000,2700000,Approved,61
7731,2,Graduate,No,17000000.0,60200000.0,20,683,18700000,9100000,18000000,5100000,Approved,56
7732,1,Graduate,No,17250000.0,73850000.0,20,662,25700000,4800000,17700000,6000000,Approved,54
7733,0,Graduate,Yes,23500000.0,124250000.0,20,483,8600000,10500000,32500000,8600000,Approved,65
7734,1,Graduate,No,19000000.0,72800000.0,20,300,9900000,14500000,22100000,5300000,Rejected,43
7735,5,Not Graduate,No,18750000.0,64750000.0,20,306,18200000,1400000,22900000,6500000,Rejected,59
7736,4,Not Graduate,Yes,13750000.0,45500000.0,20,731,7100000,8300000,19800000,4800000,Approved,46
7737,2,Graduate,Yes,4500000.0,17150000.0,20,300,4700000,300000,4000000,1400000,Rejected,53
7738,4,Graduate,Yes,14500000.0,51100000.0,20,319,11600000,700000,16800000,5800000,Rejected,46
7739,0,Graduate,No,6750000.0,16450000.0,20,455,9200000,4600000,7400000,3000000,Approved,46
7740,3,Not Graduate,Yes,16000000.0,57750000.0,20,669,4700000,11200000,12100000,5800000,Approved,42
7741,4,Not Graduate,Yes,4750000.0,14000000.0,20,698,4000000,200000,4500000,600000,Approved,52
7742,3,Graduate,No,1250000.0,8400000.0,20,300,5300000,5000000,1000000,1300000,Rejected,46
7743,3,Graduate,No,5000000.0,28700000.0,20,457,5000000,4500000,6800000,2800000,Approved,65
7744,4,Not Graduate,No,18500000.0,81550000.0,20,300,6200000,13200000,22300000,5400000,Rejected,45
7745,2,Graduate,Yes,4500000.0,14000000.0,20,360,1300000,300000,5000000,2400000,Rejected,61
7746,5,Graduate,No,22500000.0,105000000.0,20,300,7800000,7100000,27400000,9800000,Rejected,57
7747,3,Graduate,Yes,10250000.0,29400000.0,20,300,1900000,5100000,11700000,4500000,Rejected,54
7748,2,Not Graduate,No,2750000.0,7000000.0,20,300,900000,900000,8000000,2300000,Rejected,66
7749,5,Graduate,No,3750000.0,18550000.0,20,390,900000,4200000,5200000,200000,Rejected,41
7750,5,Graduate,No,500000.0,3850000.0,20,662,200000,200000,500000,300000,Approved,60
7751,0,Graduate,Yes,17250000.0,60200000.0,20,676,8600000,1400000,24000000,5500000,Approved,49
7752,0,Graduate,Yes,22500000.0,74550000.0,20,544,8900000,5800000,24400000,9300000,Approved,50
7753,2,Not Graduate,No,15750000.0,64050000.0,20,429,8200000,10800000,19900000,4200000,Approved,65
7754,2,Graduate,Yes,3500000.0,14000000.0,20,666,7700000,4400000,4300000,1400000,Approved,45
7755,1,Graduate,No,1250000.0,5950000.0,20,300,1200000,900000,2400000,300000,Rejected,66
7756,2,Not Graduate,No,6000000.0,29050000.0,20,407,8400000,4700000,9900000,2400000,Approved,67
7757,0,Not Graduate,Yes,750000.0,2450000.0,20,300,400000,1600000,1500000,100000,Rejected,68
7758,3,Graduate,No,21000000.0,94500000.0,20,451,8200000,9700000,25100000,9900000,Approved,58
7759,0,Graduate,No,16000000.0,68950000.0,20,631,18500000,7900000,16700000,9400000,Approved,46
7760,4,Graduate,No,16250000.0,49350000.0,20,329,4300000,4100000,19100000,7200000,Rejected,54
7761,4,Not Graduate,No,23500000.0,117600000.0,20,506,14300000,18200000,32700000,12400000,Approved,63
7762,0,Graduate,Yes,2250000.0,21350000.0,20,661,3000000,1200000,2300000,800000,Approved,67
7763,0,Graduate,Yes,24500000.0,119350000.0,20,726,23000000,19300000,36500000,13200000,Approved,66
7764,2,Graduate,No,18250000.0,73850000.0,20,300,2000000,2400000,14200000,5100000,Rejected,60
7765,2,Not Graduate,No,11250000.0,34300000.0,20,300,4400000,7400000,8400000,1700000,Rejected,51
7766,4,Not Graduate,Yes,19500000.0,76300000.0,20,300,11200000,4600000,22500000,9600000,Rejected,47
7767,4,Not Graduate,Yes,13000000.0,41300000.0,20,501,500000,500000,12000000,10400000,Approved,54
7768,2,Graduate,No,15000000.0,74200000.0,20,300,7600000,800000,23200000,6400000,Rejected,58
7769,2,Not Graduate,Yes,17000000.0,55300000.0,20,676,12100000,2700000,14600000,7600000,Approved,40
7770,2,Not Graduate,Yes,2500000.0,6300000.0,20,547,100000,500000,4300000,1100000,Approved,57
7771,3,Not Graduate,No,17500000.0,70700000.0,20,477,11600000,1900000,25200000,5000000,Approved,49
7772,5,Graduate,No,8000000.0,23450000.0,20,638,1200000,3500000,11800000,2100000,Approved,53
7773,3,Graduate,Yes,22500000.0,94500000.0,20,533,15700000,7400000,29200000,6200000,Approved,41
7774,4,Not Graduate,Yes,13250000.0,28700000.0,20,325,1900000,1100000,22100000,6400000,Rejected,68
7775,0,Not Graduate,Yes,10500000.0,47250000.0,20,347,10400000,5300000,18300000,6700000,Rejected,49
7776,2,Graduate,No,4500000.0,13300000.0,20,300,5100000,7500000,6600000,2000000,Rejected,69
7777,4,Graduate,No,4250000.0,44450000.0,20,546,4700000,4200000,4300000,1900000,Approved,67
7778,3,Not Graduate,No,6000000.0,14350000.0,20,689,600000,1600000,6200000,3000000,Approved,52
7779,4,Not Graduate,No,22250000.0,89250000.0,20,652,6000000,14100000,30800000,11200000,Approved,41
7780,4,Graduate,Yes,17500000.0,66500000.0,20,300,11000000,2700000,17100000,10600000,Rejected,68
7781,0,Graduate,Yes,12750000.0,70000000.0,20,300,1700000,9300000,15700000,7700000,Rejected,56
7782,4,Graduate,No,13250000.0,35350000.0,20,732,10500000,1800000,13500000,5600000,Approved,62
7783,2,Not Graduate,No,1500000.0,7000000.0,20,635,3400000,0,2400000,1600000,Approved,67
7784,3,Graduate,No,17000000.0,57750000.0,20,717,11300000,7200000,22300000,4200000,Approved,58
7785,1,Graduate,No,17250000.0,60200000.0,20,344,3300000,1300000,18100000,9500000,Rejected,50
7786,4,Not Graduate,No,3000000.0,25550000.0,20,300,700000,2100000,7100000,1400000,Rejected,50
7787,5,Graduate,No,24000000.0,87150000.0,20,604,8800000,16300000,35800000,10400000,Approved,43
7788,1,Not Graduate,No,17500000.0,47600000.0,20,591,23800000,8500000,14600000,6300000,Approved,65
7789,2,Graduate,Yes,12500000.0,52150000.0,20,520,4700000,6600000,8800000,3500000,Approved,48
7790,1,Graduate,No,21250000.0,67550000.0,20,486,24700000,1900000,28400000,11900000,Approved,50
7791,4,Not Graduate,No,10750000.0,44800000.0,20,644,7200000,1700000,9900000,2000000,Approved,40
7792,2,Not Graduate,No,23250000.0,91000000.0,20,706,9000000,14800000,29300000,13100000,Approved,55
7793,3,Graduate,Yes,3500000.0,28700000.0,20,611,500000,400000,4400000,800000,Approved,53
7794,5,Graduate,Yes,2000000.0,4550000.0,20,682,2900000,200000,4400000,900000,Approved,55
7795,4,Graduate,Yes,6500000.0,24150000.0,20,300,5200000,900000,3300000,2500000,Rejected,65
7796,1,Graduate,Yes,13750000.0,57050000.0,20,471,10800000,1300000,15900000,7400000,Approved,42
7797,1,Graduate,Yes,22000000.0,104300000.0,20,300,24200000,4300000,31500000,7000000,Rejected,49
7798,5,Not Graduate,Yes,500000.0,2450000.0,20,439,6000000,700000,1300000,200000,Approved,47
7799,5,Not Graduate,No,15000000.0,79450000.0,20,300,9800000,9500000,12000000,7900000,Rejected,67
7800,0,Graduate,No,16750000.0,53900000.0,20,676,6800000,6900000,17600000,6800000,Approved,66
7801,1,Not Graduate,No,9750000.0,57050000.0,20,614,2300000,900000,10700000,5000000,Approved,46
7802,2,Graduate,Yes,21500000.0,94150000.0,20,314,14600000,7000000,25800000,9900000,Rejected,43
7803,3,Not Graduate,Yes,8750000.0,18550000.0,20,300,1500000,14100000,10200000,4500000,Rejected,55
7804,3,Graduate,Yes,16750000.0,51800000.0,20,534,6000000,15200000,18800000,7100000,Approved,62
7805,4,Not Graduate,Yes,23000000.0,100450000.0,20,387,8800000,15200000,26000000,6600000,Rejected,42
7806,5,Graduate,No,6000000.0,32200000.0,20,559,500000,1000000,6100000,3500000,Approved,63
